ID_Venta,Fecha,Producto,Categoria_producto,Precio,Cantidad_vendida,Region,Descuento,Metodo_Pago
337,2024-05-14,Producto E,Categoria 3,926.85,56,Oeste,0.23,Transferencia
338,2024-06-20,Producto E,Categoria 2,280.69,17,Norte,0.49,Efectivo
339,2024-07-01,Producto D,Categoria 1,206.98,4,Sur,0.22,Efectivo
340,2023-12-30,Producto B,Categoria 1,922.61,36,Oeste,0.14,Efectivo
341,2024-06-14,Producto A,Categoria 2,927.2,81,Sur,0.03,Tarjeta
342,2023-11-10,Producto A,Categoria 3,958.79,49,Norte,0.45,Efectivo
343,2024-05-14,Producto D,Categoria 3,757.53,66,Norte,0.11,Transferencia
344,2024-10-11,Producto D,Categoria 2,875.69,27,Norte,0.38,Efectivo
345,2023-12-27,Producto B,Categoria 1,466.51,22,Oeste,0.06,Tarjeta
346,2024-05-31,Producto D,Categoria 1,318.2,36,Sur,0.28,Efectivo
347,2024-01-25,Producto A,Categoria 1,751.51,47,Norte,0.44,Efectivo
348,2023-11-14,Producto D,Categoria 2,188.41,53,Oeste,0.07,Tarjeta
349,2024-04-10,Producto A,Categoria 3,980.6,58,Este,0.43,Efectivo
350,2024-01-08,Producto B,Categoria 2,490.7,50,Este,0.16,Efectivo
351,2024-02-04,Producto E,Categoria 2,959.94,82,Este,0.33,Tarjeta
352,2024-08-29,Producto E,Categoria 2,69.33,2,Oeste,0.03,Tarjeta
353,2024-07-07,Producto E,Categoria 3,722.79,97,Norte,0.39,Tarjeta
354,2024-10-12,Producto B,Categoria 1,897.61,53,Este,0.21,Efectivo
355,2023-10-30,Producto D,Categoria 3,574.06,79,Norte,0.12,Tarjeta
356,2024-10-02,Producto B,Categoria 3,46.71,11,Este,0.19,Transferencia
357,2024-05-24,Producto E,Categoria 3,932.11,40,Norte,0.38,Tarjeta
358,2023-11-17,Producto D,Categoria 2,811.23,14,Este,0.47,Tarjeta
359,2024-06-05,Producto D,Categoria 3,332.78,37,Norte,0.14,Efectivo
360,2024-07-02,Producto B,Categoria 3,928.58,19,Este,0.47,Tarjeta
361,2024-01-12,Producto B,Categoria 1,286.91,49,Norte,0.3,Transferencia
362,2024-07-21,Producto D,Categoria 1,182.76,37,Oeste,0.4,Transferencia
363,2024-06-27,Producto B,Categoria 1,386.93,85,Oeste,0.23,Efectivo
364,2024-01-17,Producto D,Categoria 3,582.28,66,Oeste,0.11,Transferencia
365,2023-10-22,Producto C,Categoria 1,719.22,99,Este,0.12,Transferencia
366,2024-05-23,Producto C,Categoria 1,755.29,20,Sur,0.16,Tarjeta
367,2024-08-23,Producto D,Categoria 3,839.83,18,Este,0.5,Transferencia
368,2024-09-28,Producto C,Categoria 3,263.46,83,Norte,0.49,Tarjeta
369,2024-06-21,Producto A,Categoria 3,796.95,35,Este,0.2,Tarjeta
370,2024-09-06,Producto B,Categoria 2,92.83,9,Este,0.01,Tarjeta
371,2024-04-25,Producto C,Categoria 3,673.6,86,Oeste,0.36,Efectivo
372,2024-03-05,Producto E,Categoria 1,800.32,84,Este,0.34,Transferencia
373,2024-10-02,Producto A,Categoria 2,271.21,50,Este,0.37,Transferencia
374,2024-04-10,Producto C,Categoria 3,85.15,95,Oeste,0.32,Transferencia
375,2024-07-12,Producto B,Categoria 3,368.74,25,Sur,0.35,Tarjeta
376,2024-02-03,Producto C,Categoria 1,919.54,77,Este,0.08,Efectivo
377,2024-09-19,Producto A,Categoria 3,955.81,45,Este,0.39,Transferencia
378,2024-07-17,Producto D,Categoria 3,480.13,1,Oeste,0.23,Transferencia
379,2024-08-17,Producto D,Categoria 2,16.39,37,Norte,0.0,Efectivo
380,2024-07-04,Producto B,Categoria 2,142.55,91,Este,0.18,Transferencia
381,2024-05-22,Producto A,Categoria 1,148.26,34,Sur,0.13,Transferencia
382,2024-01-15,Producto E,Categoria 3,615.66,58,Sur,0.42,Tarjeta
383,2024-08-18,Producto A,Categoria 1,755.12,5,Oeste,0.07,Efectivo
384,2024-09-03,Producto A,Categoria 3,75.34,100,Oeste,0.41,Tarjeta
385,2024-03-30,Producto A,Categoria 3,399.56,81,Este,0.16,Tarjeta
386,2024-03-06,Producto E,Categoria 2,98.59,95,Este,0.43,Tarjeta
387,2023-12-07,Producto D,Categoria 1,876.62,45,Sur,0.37,Tarjeta
388,2023-11-25,Producto B,Categoria 1,372.26,96,Norte,0.3,Transferencia
389,2024-07-15,Producto C,Categoria 2,264.08,96,Norte,0.37,Tarjeta
390,2024-06-17,Producto D,Categoria 1,592.6,95,Este,0.21,Efectivo
391,2024-05-02,Producto E,Categoria 2,965.66,63,Oeste,0.36,Transferencia
392,2023-12-28,Producto C,Categoria 1,438.59,15,Norte,0.46,Efectivo
393,2024-03-19,Producto B,Categoria 3,731.73,65,Norte,0.2,Transferencia
394,2024-03-09,Producto A,Categoria 3,309.4,32,Sur,0.06,Transferencia
395,2024-01-10,Producto E,Categoria 2,664.25,54,Sur,0.38,Transferencia
396,2023-11-18,Producto E,Categoria 3,363.76,3,Oeste,0.22,Tarjeta
397,2024-05-21,Producto A,Categoria 2,623.59,49,Norte,0.29,Tarjeta
398,2024-07-10,Producto B,Categoria 2,693.5,25,Sur,0.31,Transferencia
399,2024-01-30,Producto E,Categoria 3,425.25,24,Sur,0.38,Efectivo
400,2024-06-18,Producto D,Categoria 2,771.79,77,Este,0.49,Tarjeta
401,2024-01-14,Producto B,Categoria 2,92.38,62,Oeste,0.0,Efectivo
402,2023-12-25,Producto C,Categoria 3,610.72,28,Este,0.26,Transferencia
403,2024-06-19,Producto E,Categoria 2,882.36,72,Oeste,0.49,Efectivo
404,2023-12-30,Producto C,Categoria 2,308.32,25,Oeste,0.08,Efectivo
405,2024-03-10,Producto B,Categoria 1,584.88,63,Norte,0.3,Tarjeta
406,2024-10-08,Producto B,Categoria 1,399.24,94,Norte,0.44,Tarjeta
407,2024-02-08,Producto B,Categoria 2,499.32,62,Este,0.42,Tarjeta
408,2024-09-06,Producto A,Categoria 1,246.35,55,Sur,0.37,Transferencia
409,2024-07-01,Producto C,Categoria 2,317.27,2,Este,0.4,Efectivo
410,2024-07-23,Producto C,Categoria 1,679.87,98,Sur,0.23,Tarjeta
411,2024-09-02,Producto E,Categoria 3,424.6,35,Norte,0.16,Tarjeta
412,2023-12-21,Producto C,Categoria 1,377.06,79,Sur,0.37,Transferencia
413,2024-10-03,Producto A,Categoria 3,842.27,86,Norte,0.37,Transferencia
414,2024-01-21,Producto C,Categoria 3,923.91,94,Oeste,0.33,Efectivo
415,2024-01-11,Producto B,Categoria 3,702.01,54,Oeste,0.5,Efectivo
416,2024-06-08,Producto C,Categoria 1,113.15,20,Este,0.08,Tarjeta
417,2024-06-16,Producto C,Categoria 3,101.94,73,Este,0.44,Efectivo
418,2023-11-16,Producto C,Categoria 3,65.25,61,Este,0.44,Efectivo
419,2024-07-01,Producto C,Categoria 2,875.56,49,Este,0.11,Tarjeta
420,2024-06-12,Producto C,Categoria 1,255.91,43,Norte,0.39,Transferencia
421,2024-06-21,Producto A,Categoria 3,423.54,17,Este,0.08,Transferencia
422,2024-02-27,Producto D,Categoria 2,537.23,82,Norte,0.34,Efectivo
423,2023-11-15,Producto B,Categoria 2,843.94,42,Norte,0.15,Transferencia
424,2023-11-25,Producto B,Categoria 3,631.52,47,Norte,0.23,Efectivo
425,2024-09-21,Producto A,Categoria 2,135.95,31,Oeste,0.19,Tarjeta
426,2024-07-15,Producto B,Categoria 2,194.45,21,Este,0.13,Efectivo
427,2023-11-15,Producto A,Categoria 1,353.59,73,Sur,0.44,Transferencia
428,2024-05-05,Producto E,Categoria 1,56.3,20,Oeste,0.05,Transferencia
429,2024-04-03,Producto C,Categoria 3,983.1,75,Este,0.33,Transferencia
430,2024-01-23,Producto E,Categoria 2,165.0,27,Norte,0.07,Transferencia
431,2024-04-22,Producto A,Categoria 1,898.1,85,Norte,0.12,Tarjeta
432,2024-08-11,Producto C,Categoria 2,234.57,20,Este,0.37,Transferencia
433,2024-08-03,Producto E,Categoria 1,849.47,40,Oeste,0.23,Tarjeta
434,2024-07-27,Producto D,Categoria 3,721.64,84,Este,0.16,Efectivo
435,2024-03-06,Producto C,Categoria 3,444.1,31,Sur,0.13,Tarjeta
436,2024-01-08,Producto E,Categoria 1,291.26,97,Oeste,0.18,Efectivo
437,2024-07-23,Producto E,Categoria 3,29.32,36,Norte,0.0,Tarjeta
438,2024-07-29,Producto E,Categoria 3,809.55,45,Este,0.05,Efectivo
439,2024-09-08,Producto C,Categoria 3,62.83,43,Oeste,0.44,Transferencia
440,2023-11-05,Producto E,Categoria 1,15.6,14,Norte,0.35,Efectivo
441,2024-02-25,Producto C,Categoria 3,627.38,44,Oeste,0.19,Transferencia
442,2024-07-31,Producto C,Categoria 1,471.27,99,Este,0.24,Transferencia
443,2023-10-18,Producto A,Categoria 3,522.78,49,Norte,0.44,Efectivo
444,2024-05-13,Producto E,Categoria 2,975.12,61,Este,0.41,Transferencia
445,2024-03-24,Producto D,Categoria 2,965.36,95,Norte,0.17,Tarjeta
446,2024-05-18,Producto D,Categoria 3,67.73,50,Este,0.44,Transferencia
447,2024-04-26,Producto E,Categoria 1,195.22,77,Norte,0.3,Efectivo
448,2024-05-12,Producto E,Categoria 2,75.3,8,Oeste,0.05,Transferencia
449,2024-08-09,Producto A,Categoria 2,187.61,76,Sur,0.35,Efectivo
450,2024-10-12,Producto B,Categoria 3,284.5,30,Sur,0.11,Transferencia
451,2024-01-05,Producto C,Categoria 2,74.37,56,Norte,0.27,Tarjeta
452,2024-06-24,Producto D,Categoria 3,848.5,65,Norte,0.2,Efectivo
453,2024-04-08,Producto C,Categoria 3,314.83,100,Sur,0.29,Transferencia
454,2024-02-23,Producto E,Categoria 1,846.22,58,Sur,0.39,Tarjeta
455,2024-01-02,Producto B,Categoria 1,530.77,67,Oeste,0.33,Tarjeta
456,2024-08-12,Producto D,Categoria 2,949.49,8,Oeste,0.14,Tarjeta
457,2024-07-10,Producto B,Categoria 1,230.16,11,Sur,0.28,Transferencia
458,2024-06-10,Producto A,Categoria 1,783.03,18,Norte,0.28,Transferencia
459,2023-10-18,Producto A,Categoria 3,394.41,42,Norte,0.02,Efectivo
460,2024-07-15,Producto E,Categoria 2,178.32,17,Norte,0.31,Efectivo
461,2023-10-20,Producto E,Categoria 2,167.38,97,Este,0.16,Tarjeta
462,2023-12-01,Producto B,Categoria 1,718.77,60,Sur,0.32,Efectivo
463,2024-01-21,Producto D,Categoria 3,535.13,11,Oeste,0.1,Tarjeta
464,2024-01-30,Producto B,Categoria 1,668.39,54,Oeste,0.28,Efectivo
465,2024-07-30,Producto D,Categoria 2,921.76,91,Norte,0.5,Tarjeta
466,2024-06-03,Producto C,Categoria 3,347.84,3,Este,0.02,Tarjeta
467,2024-06-21,Producto C,Categoria 2,75.49,78,Oeste,0.26,Transferencia
468,2024-04-26,Producto E,Categoria 1,12.29,6,Norte,0.19,Transferencia
469,2024-05-30,Producto E,Categoria 3,964.75,97,Sur,0.25,Efectivo
470,2023-10-27,Producto A,Categoria 2,662.39,15,Este,0.02,Efectivo
471,2023-12-14,Producto A,Categoria 2,797.1,13,Este,0.08,Efectivo
472,2024-09-28,Producto C,Categoria 1,299.21,68,Sur,0.34,Tarjeta
473,2024-05-02,Producto C,Categoria 3,54.13,3,Oeste,0.02,Tarjeta
474,2024-04-24,Producto E,Categoria 2,714.09,26,Oeste,0.47,Tarjeta
475,2024-09-24,Producto A,Categoria 3,481.95,45,Oeste,0.49,Tarjeta
476,2024-07-12,Producto D,Categoria 3,800.15,76,Oeste,0.44,Efectivo
477,2024-07-08,Producto C,Categoria 1,383.79,39,Sur,0.18,Transferencia
478,2023-12-25,Producto A,Categoria 2,60.08,36,Este,0.41,Efectivo
479,2024-01-18,Producto E,Categoria 2,24.71,83,Norte,0.19,Transferencia
480,2024-03-25,Producto C,Categoria 1,291.39,52,Este,0.05,Tarjeta
481,2024-03-20,Producto D,Categoria 1,89.47,26,Este,0.2,Tarjeta
482,2024-09-24,Producto D,Categoria 2,30.7,54,Este,0.05,Tarjeta
483,2024-08-15,Producto E,Categoria 2,704.65,47,Norte,0.23,Efectivo
484,2024-05-02,Producto A,Categoria 1,986.82,47,Norte,0.39,Transferencia
485,2023-12-13,Producto B,Categoria 2,125.03,71,Norte,0.34,Efectivo
486,2024-08-30,Producto D,Categoria 3,688.88,92,Sur,0.49,Tarjeta
487,2024-04-19,Producto B,Categoria 3,127.03,13,Sur,0.47,Efectivo
488,2024-06-11,Producto E,Categoria 1,941.37,50,Este,0.18,Transferencia
489,2024-03-01,Producto D,Categoria 2,214.97,40,Sur,0.21,Tarjeta
490,2024-01-30,Producto E,Categoria 3,112.35,88,Norte,0.19,Transferencia
491,2024-05-10,Producto E,Categoria 2,235.24,42,Norte,0.46,Tarjeta
492,2024-10-05,Producto B,Categoria 3,716.57,69,Oeste,0.08,Efectivo
493,2024-06-04,Producto D,Categoria 3,468.83,57,Oeste,0.28,Tarjeta
494,2024-01-09,Producto A,Categoria 2,176.96,16,Oeste,0.48,Efectivo
495,2024-08-11,Producto D,Categoria 3,29.93,22,Este,0.04,Transferencia
496,2024-07-19,Producto A,Categoria 2,218.0,45,Oeste,0.29,Tarjeta
497,2024-01-28,Producto B,Categoria 2,828.71,8,Oeste,0.16,Transferencia
498,2024-05-13,Producto A,Categoria 1,338.28,22,Sur,0.46,Efectivo
499,2024-07-17,Producto A,Categoria 2,166.68,91,Este,0.35,Tarjeta
500,2024-06-24,Producto E,Categoria 1,347.37,91,Oeste,0.24,Transferencia
501,2024-07-01,Producto D,Categoria 3,787.4,2,Norte,0.16,Transferencia
502,2024-05-27,Producto B,Categoria 2,629.47,53,Sur,0.43,Efectivo
503,2024-05-10,Producto A,Categoria 1,934.95,90,Sur,0.35,Tarjeta
504,2023-12-05,Producto E,Categoria 1,599.36,69,Este,0.41,Efectivo
505,2024-01-01,Producto E,Categoria 2,810.7,73,Sur,0.46,Transferencia
506,2024-01-21,Producto B,Categoria 1,753.52,34,Este,0.28,Efectivo
507,2024-01-31,Producto B,Categoria 1,102.39,85,Oeste,0.1,Transferencia
508,2023-11-25,Producto C,Categoria 1,966.9,40,Sur,0.1,Efectivo
509,2024-05-03,Producto E,Categoria 1,490.2,37,Sur,0.31,Tarjeta
510,2024-02-10,Producto D,Categoria 3,242.39,28,Norte,0.36,Efectivo
511,2024-09-26,Producto D,Categoria 1,311.58,73,Norte,0.48,Transferencia
512,2023-10-30,Producto C,Categoria 2,211.86,88,Norte,0.38,Efectivo
513,2024-08-29,Producto A,Categoria 3,443.0,42,Oeste,0.22,Transferencia
514,2024-08-23,Producto B,Categoria 2,936.16,88,Norte,0.46,Efectivo
515,2024-08-21,Producto D,Categoria 1,544.97,59,Norte,0.32,Transferencia
516,2024-04-02,Producto B,Categoria 2,737.56,86,Norte,0.03,Efectivo
517,2024-02-25,Producto C,Categoria 3,924.82,60,Este,0.49,Efectivo
518,2024-02-23,Producto A,Categoria 1,149.76,19,Este,0.2,Efectivo
519,2024-08-15,Producto C,Categoria 1,237.99,46,Este,0.11,Efectivo
520,2023-11-21,Producto C,Categoria 1,885.08,52,Este,0.39,Efectivo
521,2024-04-11,Producto E,Categoria 2,89.34,13,Este,0.3,Transferencia
522,2024-03-14,Producto D,Categoria 1,833.9,85,Sur,0.31,Transferencia
523,2024-09-07,Producto A,Categoria 1,474.12,48,Oeste,0.21,Transferencia
524,2024-07-25,Producto E,Categoria 1,179.06,89,Norte,0.1,Efectivo
525,2024-10-01,Producto E,Categoria 1,688.36,64,Sur,0.14,Tarjeta
526,2024-02-23,Producto A,Categoria 1,133.41,5,Oeste,0.38,Transferencia
527,2024-02-11,Producto C,Categoria 1,538.69,50,Oeste,0.18,Efectivo
528,2024-08-04,Producto E,Categoria 2,515.96,46,Este,0.1,Transferencia
529,2024-05-28,Producto B,Categoria 3,273.51,18,Oeste,0.45,Efectivo
530,2024-07-13,Producto B,Categoria 2,638.18,10,Norte,0.33,Efectivo
531,2024-09-06,Producto A,Categoria 2,600.73,89,Norte,0.08,Transferencia
532,2023-12-30,Producto C,Categoria 3,419.34,43,Sur,0.41,Tarjeta
533,2024-02-01,Producto E,Categoria 2,91.4,82,Este,0.42,Transferencia
534,2023-11-09,Producto E,Categoria 1,206.88,17,Este,0.03,Efectivo
535,2024-07-11,Producto D,Categoria 1,158.96,58,Sur,0.1,Tarjeta
536,2024-08-17,Producto D,Categoria 3,818.87,4,Sur,0.27,Tarjeta
537,2024-03-03,Producto B,Categoria 2,479.69,83,Oeste,0.2,Efectivo
538,2023-11-16,Producto A,Categoria 3,564.21,4,Oeste,0.27,Efectivo
539,2024-03-06,Producto B,Categoria 2,773.24,38,Norte,0.25,Transferencia
540,2024-02-08,Producto E,Categoria 1,845.66,65,Norte,0.45,Tarjeta
541,2024-08-18,Producto A,Categoria 1,503.08,99,Este,0.28,Transferencia
542,2023-11-03,Producto A,Categoria 3,905.89,27,Norte,0.36,Transferencia
543,2024-04-28,Producto C,Categoria 2,948.6,20,Este,0.45,Transferencia
544,2024-04-13,Producto C,Categoria 1,559.63,33,Norte,0.47,Tarjeta
545,2023-12-30,Producto E,Categoria 3,83.11,81,Norte,0.44,Tarjeta
546,2024-06-23,Producto E,Categoria 1,429.35,28,Sur,0.03,Efectivo
547,2024-05-17,Producto A,Categoria 2,893.37,95,Este,0.38,Tarjeta
548,2024-02-03,Producto E,Categoria 1,718.79,7,Oeste,0.4,Transferencia
549,2024-02-19,Producto B,Categoria 2,784.2,18,Norte,0.25,Tarjeta
550,2024-03-16,Producto C,Categoria 1,531.7,56,Sur,0.11,Efectivo
551,2024-02-11,Producto D,Categoria 1,503.14,96,Norte,0.07,Transferencia
552,2024-01-28,Producto E,Categoria 1,839.48,57,Norte,0.11,Efectivo
553,2024-02-15,Producto A,Categoria 3,747.83,82,Norte,0.02,Efectivo
554,2024-01-03,Producto C,Categoria 3,750.04,26,Oeste,0.39,Transferencia
555,2024-03-17,Producto D,Categoria 1,677.25,1,Este,0.05,Efectivo
556,2024-07-03,Producto A,Categoria 3,888.87,87,Sur,0.41,Tarjeta
557,2024-04-26,Producto A,Categoria 2,336.69,26,Este,0.1,Efectivo
558,2023-11-11,Producto B,Categoria 3,31.38,18,Sur,0.02,Efectivo
559,2024-09-29,Producto B,Categoria 1,239.77,83,Norte,0.41,Tarjeta
560,2024-06-19,Producto C,Categoria 1,637.67,69,Este,0.24,Transferencia
561,2023-12-04,Producto B,Categoria 2,436.05,23,Este,0.22,Tarjeta
562,2024-09-05,Producto B,Categoria 1,473.19,34,Oeste,0.36,Efectivo
563,2023-10-25,Producto E,Categoria 2,498.14,3,Oeste,0.43,Tarjeta
564,2023-12-24,Producto D,Categoria 2,789.65,64,Este,0.32,Efectivo
565,2023-10-25,Producto E,Categoria 2,257.66,13,Oeste,0.25,Transferencia
566,2024-03-10,Producto C,Categoria 3,18.46,93,Este,0.42,Efectivo
567,2024-06-24,Producto A,Categoria 1,549.69,100,Norte,0.42,Efectivo
568,2024-01-17,Producto D,Categoria 3,963.05,23,Sur,0.08,Transferencia
569,2023-12-28,Producto D,Categoria 2,620.3,50,Este,0.23,Transferencia
570,2024-05-29,Producto E,Categoria 2,122.58,69,Sur,0.04,Efectivo
571,2024-02-11,Producto C,Categoria 2,861.23,60,Norte,0.18,Transferencia
572,2024-06-21,Producto D,Categoria 2,376.15,21,Sur,0.03,Tarjeta
573,2023-12-11,Producto A,Categoria 2,20.4,13,Sur,0.25,Tarjeta
574,2024-02-07,Producto E,Categoria 1,498.0,26,Sur,0.48,Transferencia
575,2024-01-01,Producto D,Categoria 3,103.76,67,Sur,0.07,Efectivo
576,2024-09-11,Producto B,Categoria 1,282.95,36,Sur,0.05,Efectivo
577,2024-06-10,Producto E,Categoria 2,416.41,4,Norte,0.49,Tarjeta
578,2024-06-01,Producto B,Categoria 1,926.81,18,Oeste,0.35,Tarjeta
579,2023-12-25,Producto C,Categoria 3,97.73,40,Oeste,0.49,Tarjeta
580,2024-04-06,Producto D,Categoria 3,166.69,44,Oeste,0.21,Transferencia
581,2023-12-13,Producto B,Categoria 1,369.18,32,Norte,0.44,Tarjeta
582,2024-01-04,Producto D,Categoria 3,607.43,100,Sur,0.06,Tarjeta
583,2024-01-14,Producto D,Categoria 1,776.47,77,Sur,0.24,Efectivo
584,2024-06-26,Producto E,Categoria 3,889.93,29,Norte,0.33,Efectivo
585,2024-01-23,Producto E,Categoria 3,489.88,51,Norte,0.08,Transferencia
586,2024-01-10,Producto E,Categoria 1,800.59,79,Oeste,0.47,Efectivo
587,2024-07-05,Producto E,Categoria 3,13.3,32,Este,0.39,Tarjeta
588,2024-09-08,Producto D,Categoria 3,377.36,95,Sur,0.05,Tarjeta
589,2024-01-12,Producto E,Categoria 1,44.27,69,Oeste,0.12,Transferencia
590,2024-01-27,Producto E,Categoria 1,48.74,48,Oeste,0.46,Tarjeta
591,2024-07-22,Producto C,Categoria 1,570.86,80,Sur,0.32,Tarjeta
592,2024-03-09,Producto E,Categoria 1,765.21,91,Sur,0.18,Efectivo
593,2024-09-22,Producto D,Categoria 2,22.49,74,Este,0.18,Tarjeta
594,2023-12-28,Producto E,Categoria 1,683.26,13,Oeste,0.1,Transferencia
595,2024-02-09,Producto B,Categoria 1,178.54,80,Este,0.03,Efectivo
596,2024-01-02,Producto E,Categoria 1,935.9,28,Este,0.19,Transferencia
597,2024-09-06,Producto E,Categoria 3,367.86,77,Norte,0.24,Tarjeta
598,2024-03-16,Producto D,Categoria 3,150.87,58,Norte,0.39,Tarjeta
599,2023-12-27,Producto B,Categoria 3,102.84,83,Sur,0.3,Efectivo
600,2024-03-14,Producto C,Categoria 2,62.75,79,Este,0.37,Efectivo
601,2024-09-30,Producto A,Categoria 1,847.75,81,Oeste,0.3,Transferencia
602,2023-11-22,Producto D,Categoria 3,585.81,20,Este,0.3,Efectivo
603,2024-09-06,Producto A,Categoria 1,266.77,27,Oeste,0.36,Efectivo
604,2023-10-19,Producto E,Categoria 2,490.48,54,Sur,0.34,Efectivo
605,2024-10-05,Producto D,Categoria 3,179.44,5,Oeste,0.37,Transferencia
606,2024-07-03,Producto B,Categoria 2,121.24,51,Sur,0.43,Transferencia
607,2024-03-25,Producto D,Categoria 1,122.36,1,Norte,0.15,Transferencia
608,2024-08-02,Producto E,Categoria 2,682.25,69,Este,0.13,Tarjeta
609,2024-02-11,Producto D,Categoria 3,908.89,54,Este,0.07,Efectivo
610,2024-05-19,Producto E,Categoria 2,59.28,12,Norte,0.0,Efectivo
611,2024-02-18,Producto B,Categoria 3,187.92,15,Este,0.33,Tarjeta
612,2024-04-06,Producto C,Categoria 1,842.79,93,Norte,0.32,Efectivo
613,2024-06-19,Producto B,Categoria 3,214.74,25,Oeste,0.03,Tarjeta
614,2023-10-23,Producto E,Categoria 3,377.31,39,Sur,0.0,Transferencia
615,2024-04-17,Producto C,Categoria 3,251.6,55,Este,0.22,Transferencia
616,2024-06-14,Producto D,Categoria 3,825.58,16,Oeste,0.46,Efectivo
617,2024-01-28,Producto E,Categoria 1,841.72,30,Este,0.23,Efectivo
618,2024-09-30,Producto B,Categoria 2,729.64,100,Sur,0.12,Tarjeta
619,2024-07-05,Producto C,Categoria 2,376.57,38,Sur,0.39,Tarjeta
620,2023-12-16,Producto C,Categoria 2,259.51,50,Sur,0.18,Tarjeta
621,2024-09-18,Producto C,Categoria 1,751.89,70,Sur,0.15,Tarjeta
622,2024-03-12,Producto C,Categoria 2,78.69,80,Norte,0.17,Transferencia
623,2023-12-06,Producto B,Categoria 2,302.54,76,Sur,0.2,Tarjeta
624,2023-12-12,Producto B,Categoria 3,365.68,65,Norte,0.21,Efectivo
625,2024-07-18,Producto C,Categoria 1,931.12,24,Oeste,0.08,Transferencia
626,2023-12-28,Producto B,Categoria 1,999.25,59,Sur,0.47,Efectivo
627,2023-11-02,Producto B,Categoria 3,380.74,26,Norte,0.07,Efectivo
628,2024-03-06,Producto A,Categoria 3,587.55,27,Sur,0.11,Transferencia
629,2024-02-17,Producto A,Categoria 2,396.2,6,Oeste,0.4,Efectivo
630,2023-11-08,Producto E,Categoria 2,921.51,40,Este,0.02,Tarjeta
631,2024-02-26,Producto D,Categoria 1,802.05,5,Norte,0.09,Tarjeta
632,2023-11-25,Producto A,Categoria 1,530.49,34,Este,0.29,Tarjeta
633,2024-07-13,Producto D,Categoria 3,408.86,39,Este,0.33,Transferencia
634,2024-05-31,Producto B,Categoria 1,883.6,87,Oeste,0.25,Efectivo
635,2024-04-01,Producto A,Categoria 3,753.07,34,Norte,0.41,Efectivo
636,2024-05-15,Producto C,Categoria 3,140.1,63,Oeste,0.08,Tarjeta
637,2024-03-04,Producto D,Categoria 3,424.44,47,Sur,0.36,Efectivo
638,2024-02-02,Producto D,Categoria 2,237.91,67,Norte,0.35,Tarjeta
639,2024-01-19,Producto D,Categoria 2,838.76,56,Oeste,0.16,Transferencia
640,2023-11-05,Producto E,Categoria 2,462.84,22,Este,0.49,Tarjeta
641,2024-05-17,Producto C,Categoria 3,327.53,71,Norte,0.19,Tarjeta
642,2024-10-01,Producto A,Categoria 3,331.89,82,Norte,0.39,Transferencia
643,2023-12-21,Producto D,Categoria 3,491.39,85,Norte,0.04,Efectivo
644,2024-07-06,Producto D,Categoria 2,607.66,28,Sur,0.31,Tarjeta
645,2024-06-28,Producto E,Categoria 1,989.59,76,Sur,0.2,Efectivo
646,2024-02-23,Producto E,Categoria 3,368.29,77,Oeste,0.27,Efectivo
647,2024-03-14,Producto C,Categoria 3,729.64,96,Oeste,0.14,Tarjeta
648,2024-01-25,Producto C,Categoria 2,907.88,79,Sur,0.41,Efectivo
649,2024-01-07,Producto B,Categoria 2,58.28,33,Norte,0.15,Efectivo
650,2023-11-08,Producto D,Categoria 2,850.87,70,Este,0.39,Efectivo
651,2024-05-27,Producto C,Categoria 2,452.23,45,Norte,0.34,Transferencia
652,2024-03-28,Producto A,Categoria 2,312.37,68,Este,0.26,Efectivo
653,2024-05-25,Producto A,Categoria 2,208.88,75,Este,0.05,Tarjeta
654,2023-11-10,Producto E,Categoria 3,576.61,56,Sur,0.11,Transferencia
655,2024-02-25,Producto A,Categoria 2,992.73,25,Oeste,0.28,Transferencia
656,2024-06-15,Producto A,Categoria 2,301.67,72,Oeste,0.34,Efectivo
657,2023-12-14,Producto A,Categoria 1,326.83,60,Este,0.04,Transferencia
658,2024-08-20,Producto B,Categoria 3,328.23,67,Este,0.5,Tarjeta
659,2024-09-03,Producto C,Categoria 2,551.45,98,Oeste,0.05,Transferencia
660,2024-05-02,Producto E,Categoria 2,14.83,70,Este,0.2,Transferencia
661,2023-11-18,Producto D,Categoria 2,73.73,88,Sur,0.03,Transferencia
662,2024-10-02,Producto C,Categoria 3,109.52,12,Sur,0.36,Efectivo
663,2024-09-12,Producto A,Categoria 3,359.34,51,Sur,0.4,Tarjeta
664,2024-03-27,Producto C,Categoria 3,568.96,50,Sur,0.31,Efectivo
665,2024-01-22,Producto D,Categoria 3,300.86,26,Oeste,0.23,Transferencia
666,2024-03-21,Producto D,Categoria 3,244.98,99,Este,0.15,Transferencia
667,2024-08-08,Producto E,Categoria 2,800.03,88,Oeste,0.1,Efectivo
668,2024-10-05,Producto E,Categoria 1,362.41,26,Sur,0.31,Tarjeta
669,2024-08-13,Producto D,Categoria 3,71.96,9,Sur,0.36,Efectivo
670,2023-11-18,Producto E,Categoria 2,330.05,41,Este,0.26,Tarjeta
671,2024-09-06,Producto E,Categoria 3,706.6,34,Norte,0.03,Efectivo
672,2023-12-29,Producto E,Categoria 1,870.72,13,Norte,0.21,Efectivo
673,2024-03-26,Producto E,Categoria 1,703.82,79,Este,0.1,Tarjeta
